"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
296	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0009"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"399"	10-JAN-25	"210044"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
297	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0010"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070499"	10-JAN-25	"210046"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
298	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0011"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"403"	10-JAN-25	"210047"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
299	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0012"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070732"	10-JAN-25	"210047"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
300	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0013"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"407"	10-JAN-25	"210048"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
301	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0014"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070541"	10-JAN-25	"210049"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
302	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0015"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"411"	10-JAN-25	"210050"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
532	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0007"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070592"	10-JAN-25	"233041"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
533	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0008"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"946"	10-JAN-25	"233042"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
534	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0009"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070161"	10-JAN-25	"233043"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
535	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0010"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"947"	10-JAN-25	"233044"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
536	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0011"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070499"	10-JAN-25	"233045"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
537	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0012"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"948"	10-JAN-25	"233046"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
538	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0013"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070511"	10-JAN-25	"233049"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
539	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0014"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"949"	10-JAN-25	"233050"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
540	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0015"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070188"	10-JAN-25	"233051"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
541	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0016"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"942"	10-JAN-25	"233052"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
542	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0017"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070549"	10-JAN-25	"233053"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
543	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0018"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"943"	10-JAN-25	"233054"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
544	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0019"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070596"	10-JAN-25	"233055"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
545	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0020"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"944"	10-JAN-25	"233056"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
546	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0021"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070449"	10-JAN-25	"233154"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
547	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0022"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"971"	10-JAN-25	"233155"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
548	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0023"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070121"	10-JAN-25	"233156"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
549	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0024"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"972"	10-JAN-25	"233157"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
550	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0025"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070346"	10-JAN-25	"233158"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
551	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0026"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"973"	10-JAN-25	"233159"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
1958	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0166"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041627"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1959	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0167"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070127"	10-JAN-25	"041633"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1960	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0168"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041635"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1961	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0169"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070068"	10-JAN-25	"041636"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1962	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0170"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041637"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1963	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0171"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070022"	10-JAN-25	"041638"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1964	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0172"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041641"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1965	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0173"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070045"	10-JAN-25	"041642"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1966	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0174"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041643"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1967	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0175"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070221"	10-JAN-25	"041644"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1968	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0176"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041645"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1969	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0177"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070222"	10-JAN-25	"041646"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1970	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0178"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041648"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1971	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0179"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070066"	10-JAN-25	"041650"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1972	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0180"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041651"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1973	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0181"	"0"	"2000"	"0101131"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070184"	10-JAN-25	"041652"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1974	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0182"	"0"	"3000"	"0101131"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	10-JAN-25	"041653"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1975	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	3	"0183"	"0"	"0000"	"0101131"	"10005901"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"041657"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250110.CSV"
1976	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0001"	"0"	"1000"	"0130962"	"10001002"	"JK112600-53540B"	20	"  "	"               "	"                         "		""	10-JAN-25	"143351"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
1977	"11"	"00"	" "	" "	" "	" "	"7788"	09-JAN-25	1	"0001"	"0"	"1000"	"0130962"	"10001002"	"JK212600-45420B"	20	"  "	"               "	"                         "		""	10-JAN-25	"143351"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
3403	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0001"	"0"	"1000"	"0110619"	"10000705"	"104348-84220H  "	30	"  "	"               "	"                         "		""	10-JAN-25	"111759"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3404	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0002"	"0"	"2000"	"0110619"	"10000705"	"               "		"11"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"0070010"	10-JAN-25	"111838"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3405	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0003"	"0"	"3000"	"0110619"	"10000705"	"               "		"UR"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"787"	10-JAN-25	"111839"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3406	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0004"	"0"	"2000"	"0110619"	"10000705"	"               "		"11"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"0070047"	10-JAN-25	"111840"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3407	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0005"	"0"	"3000"	"0110619"	"10000705"	"               "		"UR"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"789"	10-JAN-25	"111841"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3408	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0006"	"0"	"2000"	"0110619"	"10000705"	"               "		"11"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"0070026"	10-JAN-25	"111842"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3409	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0007"	"0"	"3000"	"0110619"	"10000705"	"               "		"UR"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"786"	10-JAN-25	"111843"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3410	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0008"	"0"	"2000"	"0110619"	"10000705"	"               "		"11"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"0070059"	10-JAN-25	"111846"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3411	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0009"	"0"	"3000"	"0110619"	"10000705"	"               "		"UR"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"788"	10-JAN-25	"111847"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3412	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0010"	"0"	"2000"	"0110619"	"10000705"	"               "		"11"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"0070014"	10-JAN-25	"111848"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3413	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0011"	"0"	"3000"	"0110619"	"10000705"	"               "		"UR"	"104348-84220H  "	"8B100-T00-T010-M1        "	6	"790"	10-JAN-25	"111849"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3414	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	3	"0012"	"0"	"0000"	"0110619"	"10000705"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"111851"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3415	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0001"	"0"	"1000"	"0110608"	"10000705"	"104348-84610H  "	10	"  "	"               "	"                         "		""	10-JAN-25	"112230"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3416	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0002"	"0"	"2000"	"0110608"	"10000705"	"               "		"11"	"104348-84610H  "	"8B100-3N1-Z110-M1        "	6	"0070034"	10-JAN-25	"112231"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3417	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0003"	"0"	"3000"	"0110608"	"10000705"	"               "		"UR"	"104348-84610H  "	"8B100-3N1-Z110-M1        "	6	"508"	10-JAN-25	"112232"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3418	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0004"	"0"	"2000"	"0110608"	"10000705"	"               "		"11"	"104348-84610H  "	"8B100-3N1-Z110-M1        "	4	"0070043"	10-JAN-25	"112242"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3419	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	1	"0005"	"0"	"3000"	"0110608"	"10000705"	"               "		"UR"	"104348-84610H  "	"8B100-3N1-Z110-M1        "	4	"509"	10-JAN-25	"112243"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
3420	"01"	"12"	" "	" "	" "	" "	"2"	09-JAN-25	3	"0006"	"0"	"0000"	"0110608"	"10000705"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"112245"	25-APR-25	"DSTH"	"40040"	"32"	"1"	"20250110.CSV"
306	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0019"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"419"	10-JAN-25	"210056"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
307	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0020"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070535"	10-JAN-25	"210102"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
308	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0021"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"423"	10-JAN-25	"210103"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
309	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0022"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070609"	10-JAN-25	"210106"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
310	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0023"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"427"	10-JAN-25	"210107"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
311	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0024"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070618"	10-JAN-25	"210108"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
312	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0025"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"390"	10-JAN-25	"210109"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
313	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0026"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070737"	10-JAN-25	"210110"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
314	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0027"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"394"	10-JAN-25	"210111"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
315	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0028"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070680"	10-JAN-25	"210112"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
316	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0029"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"398"	10-JAN-25	"210113"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
317	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0030"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070641"	10-JAN-25	"210115"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
318	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0031"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"402"	10-JAN-25	"210117"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
319	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0032"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070638"	10-JAN-25	"210122"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
320	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0033"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"406"	10-JAN-25	"210122"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
321	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0034"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070555"	10-JAN-25	"210123"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
322	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0035"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"410"	10-JAN-25	"210124"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
323	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0036"	"0"	"2000"	"0110603"	"10000800"	"               "		"11"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"0070611"	10-JAN-25	"210126"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
324	"48"	"08"	" "	" "	" "	" "	"4"	10-JAN-25	1	"0037"	"0"	"3000"	"0110603"	"10000800"	"               "		"UR"	"JK214000-03300H"	"31300-K2F-N811-M1        "	10	"414"	10-JAN-25	"210127"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
552	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0027"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070532"	10-JAN-25	"233200"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
553	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0028"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"974"	10-JAN-25	"233201"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
554	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0029"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070316"	10-JAN-25	"233203"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
555	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0030"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"975"	10-JAN-25	"233204"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
562	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0037"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070453"	10-JAN-25	"233212"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
563	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0038"	"0"	"3000"	"0141327"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"979"	10-JAN-25	"233213"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
556	"48"	"08"	" "	" "	" "	" "	"1"	10-JAN-25	1	"0031"	"0"	"2000"	"0141327"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070200"	10-JAN-25	"233205"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
